timestamp,requests,predict,replicas,burst
1998-06-09 23:00:00,12244,13047,1,0
1998-06-09 23:01:00,11898,12883,1,0
1998-06-09 23:02:00,13293,12703,1,0
1998-06-09 23:03:00,13649,13381,1,0
1998-06-09 23:04:00,13428,13475,1,0
1998-06-09 23:05:00,13669,13507,1,0
1998-06-09 23:06:00,12271,13750,1,0
1998-06-09 23:07:00,12068,13156,1,0
1998-06-09 23:08:00,12710,13223,1,0
1998-06-09 23:09:00,12281,13367,1,0
1998-06-09 23:10:00,12041,13046,1,0
1998-06-09 23:11:00,12780,12976,1,0
1998-06-09 23:12:00,12098,13244,1,0
1998-06-09 23:13:00,12243,12793,1,0
1998-06-09 23:14:00,11906,12963,1,0
1998-06-09 23:15:00,12453,12665,1,0
1998-06-09 23:16:00,12640,12993,1,0
1998-06-09 23:17:00,12977,12994,1,0
1998-06-09 23:18:00,13058,13195,1,0
1998-06-09 23:19:00,12631,13263,1,0
1998-06-09 23:20:00,13373,13170,1,0
1998-06-09 23:21:00,13112,13598,1,0
1998-06-09 23:22:00,13361,13450,1,0
1998-06-09 23:23:00,12851,13693,1,0
1998-06-09 23:24:00,12577,13449,1,0
1998-06-09 23:25:00,12803,13394,1,0
1998-06-09 23:26:00,13383,13462,1,0
1998-06-09 23:27:00,13721,13690,1,0
1998-06-09 23:28:00,13376,13821,1,0
1998-06-09 23:29:00,13085,13726,1,0
1998-06-09 23:30:00,12727,13665,1,0
1998-06-09 23:31:00,12514,13509,1,0
1998-06-09 23:32:00,13356,13382,1,0
1998-06-09 23:33:00,12976,13749,1,0
1998-06-09 23:34:00,12673,13468,1,0
1998-06-09 23:35:00,12412,13409,1,0
1998-06-09 23:36:00,13012,13228,1,0
1998-06-09 23:37:00,12459,13510,1,0
1998-06-09 23:38:00,12912,13117,1,0
1998-06-09 23:39:00,12286,13425,1,0
1998-06-09 23:40:00,13361,13005,1,0
1998-06-09 23:41:00,13236,13655,1,0
1998-06-09 23:42:00,13121,13435,1,0
1998-06-09 23:43:00,13391,13525,1,0
1998-06-09 23:44:00,13203,13676,1,0
1998-06-09 23:45:00,13379,13639,1,0
1998-06-09 23:46:00,12799,13775,1,0
1998-06-09 23:47:00,13297,13491,1,0
1998-06-09 23:48:00,13059,13804,1,0
1998-06-09 23:49:00,12615,13613,1,0
1998-06-09 23:50:00,11824,13422,1,0
1998-06-09 23:51:00,13391,12962,1,0
1998-06-09 23:52:00,13517,13760,1,1
1998-06-09 23:53:00,13929,13594,1,0
1998-06-09 23:54:00,13252,13931,1,0
1998-06-09 23:55:00,12315,13603,1,0
1998-06-09 23:56:00,12706,13307,1,0
1998-06-09 23:57:00,13133,13510,1,0
1998-06-09 23:58:00,13505,13580,1,0
1998-06-09 23:59:00,13377,13737,1,0
1998-06-10 00:00:00,13601,13735,1,0
1998-06-10 00:01:00,12584,13891,1,0
1998-06-10 00:02:00,13080,13379,1,0
1998-06-10 00:03:00,12994,13734,1,0
1998-06-10 00:04:00,12808,13532,1,0
1998-06-10 00:05:00,13249,13502,1,0
1998-06-10 00:06:00,13134,13683,1,0
1998-06-10 00:07:00,12279,13593,1,0
1998-06-10 00:08:00,12367,13175,1,0
1998-06-10 00:09:00,13571,13263,1,0
1998-06-10 00:10:00,13475,13729,1,0
1998-06-10 00:11:00,13211,13629,1,0
1998-06-10 00:12:00,13279,13610,1,0
1998-06-10 00:13:00,13174,13694,1,0
1998-06-10 00:14:00,13099,13677,1,0
1998-06-10 00:15:00,13557,13657,1,0
1998-06-10 00:16:00,14144,13880,1,0
1998-06-10 00:17:00,13434,14172,1,0
1998-06-10 00:18:00,13395,13889,1,0
1998-06-10 00:19:00,14042,13979,1,0
1998-06-10 00:20:00,13661,14268,1,0
1998-06-10 00:21:00,13947,14073,1,0
1998-06-10 00:22:00,14254,14299,1,0
1998-06-10 00:23:00,13301,14428,1,0
1998-06-10 00:24:00,14139,14008,1,0
1998-06-10 00:25:00,14582,14527,1,0
1998-06-10 00:26:00,13148,14623,1,0
1998-06-10 00:27:00,13252,13952,1,0
1998-06-10 00:28:00,12406,14140,1,0
1998-06-10 00:29:00,13674,13514,1,0
1998-06-10 00:30:00,13364,14181,1,0
1998-06-10 00:31:00,13301,13767,1,0
1998-06-10 00:32:00,13194,13843,1,0
1998-06-10 00:33:00,13861,13737,1,0
1998-06-10 00:34:00,12039,14098,1,0
1998-06-10 00:35:00,13236,13049,1,1
1998-06-10 00:36:00,12710,13906,1,0
1998-06-10 00:37:00,13051,13312,1,0
1998-06-10 00:38:00,13716,13653,1,0
1998-06-10 00:39:00,12566,13801,1,0
1998-06-10 00:40:00,13041,13269,1,0
1998-06-10 00:41:00,13424,13643,1,0
1998-06-10 00:42:00,13444,13712,1,0
1998-06-10 00:43:00,13514,13747,1,0
1998-06-10 00:44:00,13211,13856,1,0
1998-06-10 00:45:00,12847,13722,1,0
1998-06-10 00:46:00,12696,13593,1,0
1998-06-10 00:47:00,12505,13509,1,0
1998-06-10 00:48:00,12248,13343,1,0
1998-06-10 00:49:00,12444,13166,1,0
1998-06-10 00:50:00,13292,13207,1,0
1998-06-10 00:51:00,12992,13531,1,0
1998-06-10 00:52:00,14313,13332,1,0
1998-06-10 00:53:00,13384,14085,1,0
1998-06-10 00:54:00,13211,13605,1,0
1998-06-10 00:55:00,13691,13775,1,0
1998-06-10 00:56:00,13761,13980,1,0
1998-06-10 00:57:00,12617,14041,1,0
1998-06-10 00:58:00,13661,13505,1,0
1998-06-10 00:59:00,12536,14155,1,0
1998-06-10 01:00:00,13635,13364,1,0
1998-06-10 01:01:00,15432,14099,1,0
1998-06-10 01:02:00,15315,14724,1,0
1998-06-10 01:03:00,14156,14784,1,0
1998-06-10 01:04:00,13589,14452,1,0
1998-06-10 01:05:00,13899,14365,1,0
1998-06-10 01:06:00,12491,14512,1,0
1998-06-10 01:07:00,12737,13704,1,0
1998-06-10 01:08:00,13534,13859,1,0
1998-06-10 01:09:00,13840,14032,1,0
1998-06-10 01:10:00,12858,14104,1,0
1998-06-10 01:11:00,12112,13566,1,0
1998-06-10 01:12:00,12562,13257,1,0
1998-06-10 01:13:00,13423,13408,1,0
1998-06-10 01:14:00,13630,13685,1,0
1998-06-10 01:15:00,13361,13718,1,0
1998-06-10 01:16:00,13853,13676,1,0
1998-06-10 01:17:00,14448,14023,1,0
1998-06-10 01:18:00,14667,14326,1,0
1998-06-10 01:19:00,14609,14518,1,0
1998-06-10 01:20:00,14370,14621,1,0
1998-06-10 01:21:00,14360,14663,1,0
1998-06-10 01:22:00,14172,14762,1,0
1998-06-10 01:23:00,14130,14680,1,0
1998-06-10 01:24:00,13658,14675,1,0
1998-06-10 01:25:00,14532,14414,1,0
1998-06-10 01:26:00,14601,14860,1,0
1998-06-10 01:27:00,14191,14791,1,0
1998-06-10 01:28:00,12514,14654,1,0
1998-06-10 01:29:00,13160,13750,1,0
1998-06-10 01:30:00,13690,14184,1,0
1998-06-10 01:31:00,14516,14142,1,0
1998-06-10 01:32:00,13880,14515,1,0
1998-06-10 01:33:00,12724,14156,1,0
1998-06-10 01:34:00,13374,13723,1,0
1998-06-10 01:35:00,14391,14084,1,0
1998-06-10 01:36:00,13392,14419,1,0
1998-06-10 01:37:00,13273,13885,1,0
1998-06-10 01:38:00,13270,13992,1,0
1998-06-10 01:39:00,13523,13914,1,0
1998-06-10 01:40:00,13861,14034,1,0
1998-06-10 01:41:00,13820,14134,1,0
1998-06-10 01:42:00,13673,14115,1,0
1998-06-10 01:43:00,13582,14113,1,0
1998-06-10 01:44:00,14252,14108,1,0
1998-06-10 01:45:00,13365,14439,1,0
1998-06-10 01:46:00,13010,13965,1,0
1998-06-10 01:47:00,13534,13899,1,0
1998-06-10 01:48:00,12478,14094,1,0
1998-06-10 01:49:00,12744,13454,1,0
1998-06-10 01:50:00,13748,13640,1,0
1998-06-10 01:51:00,14746,13958,1,0
1998-06-10 01:52:00,14398,14393,1,0
1998-06-10 01:53:00,13363,14298,1,0
1998-06-10 01:54:00,13374,13961,1,0
1998-06-10 01:55:00,13221,14084,1,0
1998-06-10 01:56:00,13780,13949,1,0
1998-06-10 01:57:00,13925,14198,1,0
1998-06-10 01:58:00,13430,14208,1,0
1998-06-10 01:59:00,13348,14016,1,0
1998-06-10 02:00:00,14232,14016,1,0
1998-06-10 02:01:00,13825,14418,1,0
1998-06-10 02:02:00,13959,14152,1,0
1998-06-10 02:03:00,13966,14331,1,0
1998-06-10 02:04:00,13349,14322,1,0
1998-06-10 02:05:00,13628,14065,1,0
1998-06-10 02:06:00,14026,14228,1,0
1998-06-10 02:07:00,14108,14344,1,0
1998-06-10 02:08:00,12461,14380,1,0
1998-06-10 02:09:00,13018,13543,1,1
1998-06-10 02:10:00,13247,13954,1,0
1998-06-10 02:11:00,12517,13809,1,0
1998-06-10 02:12:00,13316,13410,1,0
1998-06-10 02:13:00,13738,13801,1,0
1998-06-10 02:14:00,13817,13886,1,0
1998-06-10 02:15:00,14018,13982,1,0
1998-06-10 02:16:00,13112,14138,1,0
1998-06-10 02:17:00,13513,13738,1,0
1998-06-10 02:18:00,13506,14077,1,0
1998-06-10 02:19:00,13272,13973,1,0
1998-06-10 02:20:00,13086,13883,1,0
1998-06-10 02:21:00,13417,13792,1,0
1998-06-10 02:22:00,13963,13941,1,0
1998-06-10 02:23:00,13780,14148,1,0
1998-06-10 02:24:00,13349,14064,1,0
1998-06-10 02:25:00,14759,13916,1,0
1998-06-10 02:26:00,14170,14674,1,0
1998-06-10 02:27:00,12840,14338,1,0
1998-06-10 02:28:00,12401,13825,1,0
1998-06-10 02:29:00,13207,13629,1,0
1998-06-10 02:30:00,13877,13926,1,0
1998-06-10 02:31:00,14215,14079,1,0
1998-06-10 02:32:00,13473,14221,1,0
1998-06-10 02:33:00,13461,13900,1,0
1998-06-10 02:34:00,13935,14058,1,0
1998-06-10 02:35:00,12726,14237,1,0
1998-06-10 02:36:00,12737,13584,1,0
1998-06-10 02:37:00,12959,13695,1,0
1998-06-10 02:38:00,13615,13674,1,0
1998-06-10 02:39:00,14729,13942,1,0
1998-06-10 02:40:00,13455,14412,1,0
1998-06-10 02:41:00,12947,13827,1,0
1998-06-10 02:42:00,13431,13796,1,0
1998-06-10 02:43:00,13040,14000,1,0
1998-06-10 02:44:00,13427,13712,1,0
1998-06-10 02:45:00,12467,13937,1,0
1998-06-10 02:46:00,12606,13354,1,0
1998-06-10 02:47:00,12929,13518,1,0
1998-06-10 02:48:00,12831,13512,1,0
1998-06-10 02:49:00,12373,13406,1,0
1998-06-10 02:50:00,12228,13140,1,0
1998-06-10 02:51:00,12597,13089,1,0
1998-06-10 02:52:00,12083,13202,1,0
1998-06-10 02:53:00,11977,12872,1,0
1998-06-10 02:54:00,12562,12836,1,0
1998-06-10 02:55:00,12740,13060,1,0
1998-06-10 02:56:00,12955,13088,1,0
1998-06-10 02:57:00,12197,13223,1,0
1998-06-10 02:58:00,13468,12868,1,0
1998-06-10 02:59:00,13047,13622,1,0
1998-06-10 03:00:00,12947,13313,1,0
1998-06-10 03:01:00,12827,13431,1,0
1998-06-10 03:02:00,12281,13364,1,0
1998-06-10 03:03:00,12586,13161,1,0
1998-06-10 03:04:00,12672,13300,1,0
1998-06-10 03:05:00,13699,13241,1,0
1998-06-10 03:06:00,13013,13739,1,0
1998-06-10 03:07:00,13890,13389,1,0
1998-06-10 03:08:00,14062,13980,1,0
1998-06-10 03:09:00,13239,14012,1,0
1998-06-10 03:10:00,13295,13759,1,0
1998-06-10 03:11:00,12835,13889,1,0
1998-06-10 03:12:00,14300,13636,1,0
1998-06-10 03:13:00,14069,14393,1,0
1998-06-10 03:14:00,14216,14173,1,0
1998-06-10 03:15:00,14762,14397,1,0
1998-06-10 03:16:00,14016,14700,1,0
1998-06-10 03:17:00,13846,14415,1,0
1998-06-10 03:18:00,13772,14441,1,0
1998-06-10 03:19:00,14742,14382,1,0
1998-06-10 03:20:00,14860,14864,1,0
1998-06-10 03:21:00,15378,14894,1,0
1998-06-10 03:22:00,15268,15251,1,0
1998-06-10 03:23:00,14221,15262,1,0
1998-06-10 03:24:00,13803,14873,1,0
1998-06-10 03:25:00,13860,14725,1,0
1998-06-10 03:26:00,13049,14670,1,0
1998-06-10 03:27:00,12487,14122,1,0
1998-06-10 03:28:00,12055,13775,1,0
1998-06-10 03:29:00,13712,13361,1,0
1998-06-10 03:30:00,14192,14086,1,0
1998-06-10 03:31:00,13671,14078,1,0
1998-06-10 03:32:00,13626,13913,1,0
1998-06-10 03:33:00,13256,13987,1,0
1998-06-10 03:34:00,14111,13843,1,0
1998-06-10 03:35:00,13969,14310,1,0
1998-06-10 03:36:00,14549,14175,1,0
1998-06-10 03:37:00,15565,14593,1,0
1998-06-10 03:38:00,14480,15150,1,0
1998-06-10 03:39:00,14807,14723,1,0
1998-06-10 03:40:00,14760,15091,1,0
1998-06-10 03:41:00,14747,15044,1,0
1998-06-10 03:42:00,14798,15116,1,0
1998-06-10 03:43:00,14511,15152,1,0
1998-06-10 03:44:00,14910,15025,1,0
1998-06-10 03:45:00,14675,15251,1,0
1998-06-10 03:46:00,14210,15102,1,0
1998-06-10 03:47:00,14613,14893,1,0
1998-06-10 03:48:00,15466,15084,1,0
1998-06-10 03:49:00,14349,15446,1,0
1998-06-10 03:50:00,14872,14875,1,0
1998-06-10 03:51:00,13977,15283,1,0
1998-06-10 03:52:00,14182,14707,1,0
1998-06-10 03:53:00,15922,14895,1,0
1998-06-10 03:54:00,14686,15632,1,0
1998-06-10 03:55:00,13911,15000,1,0
1998-06-10 03:56:00,13968,14780,1,0
1998-06-10 03:57:00,14074,14774,1,0
1998-06-10 03:58:00,13541,14719,1,0
1998-06-10 03:59:00,12782,14350,1,0
1998-06-10 04:00:00,13033,13905,1,0
1998-06-10 04:01:00,14127,13971,1,0
1998-06-10 04:02:00,13749,14370,1,0
1998-06-10 04:03:00,13396,14077,1,0
1998-06-10 04:04:00,13330,13973,1,0
1998-06-10 04:05:00,12545,13944,1,0
1998-06-10 04:06:00,12829,13513,1,0
1998-06-10 04:07:00,11698,13658,1,0
1998-06-10 04:08:00,12781,12875,1,0
1998-06-10 04:09:00,12913,13512,1,0
1998-06-10 04:10:00,12344,13299,1,0
1998-06-10 04:11:00,13386,13059,1,0
1998-06-10 04:12:00,13143,13584,1,0
1998-06-10 04:13:00,13371,13390,1,0
1998-06-10 04:14:00,14013,13635,1,0
1998-06-10 04:15:00,13986,13962,1,0
1998-06-10 04:16:00,12502,14021,1,0
1998-06-10 04:17:00,11964,13435,1,0
1998-06-10 04:18:00,11343,13261,1,0
1998-06-10 04:19:00,12373,12757,1,0
1998-06-10 04:20:00,11624,13215,1,0
1998-06-10 04:21:00,12037,12498,1,0
1998-06-10 04:22:00,12526,12810,1,0
1998-06-10 04:23:00,12068,12860,1,0
1998-06-10 04:24:00,11881,12648,1,0
1998-06-10 04:25:00,11989,12587,1,0
1998-06-10 04:26:00,12366,12641,1,0
1998-06-10 04:27:00,13334,12812,1,0
1998-06-10 04:28:00,12728,13304,1,0
1998-06-10 04:29:00,13311,12990,1,0
1998-06-10 04:30:00,13700,13506,1,0
1998-06-10 04:31:00,12881,13672,1,0
1998-06-10 04:32:00,12605,13384,1,0
1998-06-10 04:33:00,13573,13384,1,0
1998-06-10 04:34:00,12546,13856,1,0
1998-06-10 04:35:00,12954,13280,1,0
1998-06-10 04:36:00,12374,13636,1,0
1998-06-10 04:37:00,12053,13146,1,0
1998-06-10 04:38:00,13220,13075,1,0
1998-06-10 04:39:00,13432,13541,1,0
1998-06-10 04:40:00,12748,13525,1,0
1998-06-10 04:41:00,12640,13273,1,0
1998-06-10 04:42:00,13948,13331,1,0
1998-06-10 04:43:00,13864,13938,1,0
1998-06-10 04:44:00,13613,13868,1,0
1998-06-10 04:45:00,13604,13895,1,0
1998-06-10 04:46:00,14007,13975,1,0
1998-06-10 04:47:00,13128,14262,1,0
1998-06-10 04:48:00,12928,13805,1,0
1998-06-10 04:49:00,11806,13795,1,0
1998-06-10 04:50:00,12458,13088,1,0
1998-06-10 04:51:00,12302,13476,1,0
1998-06-10 04:52:00,12525,13070,1,0
1998-06-10 04:53:00,12958,13186,1,0
1998-06-10 04:54:00,12486,13286,1,0
1998-06-10 04:55:00,11433,13059,1,0
1998-06-10 04:56:00,11481,12545,1,0
1998-06-10 04:57:00,11333,12604,1,0
1998-06-10 04:58:00,11704,12341,1,0
1998-06-10 04:59:00,11822,12503,1,0
1998-06-10 05:00:00,11915,12407,1,0
1998-06-10 05:01:00,12019,12464,1,0
1998-06-10 05:02:00,12547,12507,1,0
1998-06-10 05:03:00,12177,12771,1,0
1998-06-10 05:04:00,13342,12593,1,0
1998-06-10 05:05:00,12916,13311,1,0
1998-06-10 05:06:00,12001,13077,1,0
1998-06-10 05:07:00,12502,12863,1,0
1998-06-10 05:08:00,12899,13163,1,0
1998-06-10 05:09:00,12384,13263,1,0
1998-06-10 05:10:00,11982,13019,1,0
1998-06-10 05:11:00,11865,12880,1,0
1998-06-10 05:12:00,13053,12781,1,0
1998-06-10 05:13:00,13970,13336,1,0
1998-06-10 05:14:00,13681,13632,1,0
1998-06-10 05:15:00,11977,13600,1,0
1998-06-10 05:16:00,12026,12932,1,0
1998-06-10 05:17:00,12347,13144,1,0
1998-06-10 05:18:00,13084,13094,1,0
1998-06-10 05:19:00,12515,13395,1,0
1998-06-10 05:20:00,12021,13042,1,0
1998-06-10 05:21:00,11961,12943,1,0
1998-06-10 05:22:00,11864,12855,1,0
1998-06-10 05:23:00,12241,12719,1,0
1998-06-10 05:24:00,11497,12836,1,0
1998-06-10 05:25:00,11903,12398,1,0
1998-06-10 05:26:00,12457,12679,1,0
1998-06-10 05:27:00,12564,12812,1,0
1998-06-10 05:28:00,13122,12845,1,0
1998-06-10 05:29:00,12611,13169,1,0
1998-06-10 05:30:00,13192,12975,1,0
1998-06-10 05:31:00,12936,13428,1,0
1998-06-10 05:32:00,12520,13290,1,0
1998-06-10 05:33:00,13338,13200,1,0
1998-06-10 05:34:00,13680,13656,1,0
1998-06-10 05:35:00,13098,13773,1,0
1998-06-10 05:36:00,13862,13560,1,0
1998-06-10 05:37:00,13270,14053,1,0
1998-06-10 05:38:00,14090,13711,1,0
1998-06-10 05:39:00,12836,14275,1,0
1998-06-10 05:40:00,13552,13545,1,0
1998-06-10 05:41:00,13587,14104,1,0
1998-06-10 05:42:00,13141,13956,1,0
1998-06-10 05:43:00,12738,13799,1,0
1998-06-10 05:44:00,12753,13559,1,0
1998-06-10 05:45:00,13025,13572,1,0
1998-06-10 05:46:00,12667,13604,1,0
1998-06-10 05:47:00,12524,13377,1,0
1998-06-10 05:48:00,13726,13294,1,0
1998-06-10 05:49:00,13113,13860,1,0
1998-06-10 05:50:00,13468,13475,1,0
1998-06-10 05:51:00,12800,13801,1,0
1998-06-10 05:52:00,13012,13410,1,0
1998-06-10 05:53:00,13535,13649,1,0
1998-06-10 05:54:00,13623,13812,1,0
1998-06-10 05:55:00,13822,13859,1,0
1998-06-10 05:56:00,12665,14019,1,0
1998-06-10 05:57:00,13692,13496,1,0
1998-06-10 05:58:00,13813,14125,1,0
1998-06-10 05:59:00,13110,14023,1,0
1998-06-10 06:00:00,15342,13754,1,0
1998-06-10 06:01:00,13971,14942,1,1
1998-06-10 06:02:00,13600,14216,1,0
1998-06-10 06:03:00,14360,14308,1,0
1998-06-10 06:04:00,13992,14612,1,0
1998-06-10 06:05:00,14125,14407,1,0
1998-06-10 06:06:00,14257,14551,1,0
1998-06-10 06:07:00,13580,14587,1,0
1998-06-10 06:08:00,15012,14263,1,0
1998-06-10 06:09:00,13502,15083,1,0
1998-06-10 06:10:00,13682,14169,1,0
1998-06-10 06:11:00,13620,14460,1,0
1998-06-10 06:12:00,14617,14242,1,0
1998-06-10 06:13:00,14689,14750,1,0
1998-06-10 06:14:00,13771,14692,1,0
1998-06-10 06:15:00,14330,14355,1,0
1998-06-10 06:16:00,15143,14723,1,0
1998-06-10 06:17:00,15383,15080,1,0
1998-06-10 06:18:00,14863,15234,1,0
1998-06-10 06:19:00,14507,15078,1,0
1998-06-10 06:20:00,14249,15030,1,0
1998-06-10 06:21:00,15817,14928,1,0
1998-06-10 06:22:00,14323,15715,1,0
1998-06-10 06:23:00,15715,14865,1,0
1998-06-10 06:24:00,15961,15814,1,0
1998-06-10 06:25:00,16379,15795,1,0
1998-06-10 06:26:00,14803,16162,1,0
1998-06-10 06:27:00,14611,15397,1,0
1998-06-10 06:28:00,16410,15474,1,0
1998-06-10 06:29:00,16673,16273,1,0
1998-06-10 06:30:00,15363,16372,1,0
1998-06-10 06:31:00,15830,15819,1,0
1998-06-10 06:32:00,15261,16213,1,0
1998-06-10 06:33:00,16774,15850,1,0
1998-06-10 06:34:00,15982,16685,1,0
1998-06-10 06:35:00,16584,16199,1,0
1998-06-10 06:36:00,16565,16654,1,0
1998-06-10 06:37:00,16216,16636,1,0
1998-06-10 06:38:00,16373,16566,1,0
1998-06-10 06:39:00,17288,16662,1,0
1998-06-10 06:40:00,16701,17132,1,0
1998-06-10 06:41:00,15383,16871,1,0
1998-06-10 06:42:00,16190,16276,1,0
1998-06-10 06:43:00,17152,16734,1,0
1998-06-10 06:44:00,17217,17069,1,0
1998-06-10 06:45:00,16487,17118,1,0
1998-06-10 06:46:00,16694,16815,1,0
1998-06-10 06:47:00,15977,17010,1,0
1998-06-10 06:48:00,15765,16616,1,0
1998-06-10 06:49:00,15640,16511,1,0
1998-06-10 06:50:00,16189,16322,1,0
1998-06-10 06:51:00,16719,16538,1,0
1998-06-10 06:52:00,15836,16742,1,0
1998-06-10 06:53:00,16168,16315,1,0
1998-06-10 06:54:00,16263,16552,1,0
1998-06-10 06:55:00,16118,16533,1,0
1998-06-10 06:56:00,16808,16473,1,0
1998-06-10 06:57:00,16923,16829,1,0
1998-06-10 06:58:00,16008,16901,1,0
1998-06-10 06:59:00,17273,16508,1,0
1998-06-10 07:00:00,18196,17263,1,0
1998-06-10 07:01:00,17248,17681,2,0
1998-06-10 07:02:00,16897,17330,1,0
1998-06-10 07:03:00,15801,17294,1,0
1998-06-10 07:04:00,15484,16714,1,0
1998-06-10 07:05:00,17163,16516,1,0
1998-06-10 07:06:00,17181,17255,1,0
1998-06-10 07:07:00,16456,17141,1,0
1998-06-10 07:08:00,16530,16839,1,0
1998-06-10 07:09:00,16082,16946,1,0
1998-06-10 07:10:00,17896,16679,1,0
1998-06-10 07:11:00,18599,17616,2,0
1998-06-10 07:12:00,19463,17929,2,0
1998-06-10 07:13:00,18299,18541,2,0
1998-06-10 07:14:00,18077,18205,2,0
1998-06-10 07:15:00,17585,18330,2,0
1998-06-10 07:16:00,17179,18088,2,0
1998-06-10 07:17:00,17771,17864,2,0
1998-06-10 07:18:00,18305,18105,2,0
1998-06-10 07:19:00,18447,18328,2,0
1998-06-10 07:20:00,17067,18438,2,0
1998-06-10 07:21:00,18781,17755,2,0
1998-06-10 07:22:00,17913,18770,2,0
1998-06-10 07:23:00,18427,18227,2,0
1998-06-10 07:24:00,18686,18564,2,0
1998-06-10 07:25:00,18707,18650,2,0
1998-06-10 07:26:00,18074,18740,2,0
1998-06-10 07:27:00,17659,18450,2,0
1998-06-10 07:28:00,18032,18267,2,0
1998-06-10 07:29:00,18314,18408,2,0
1998-06-10 07:30:00,18766,18494,2,0
1998-06-10 07:31:00,18113,18738,2,0
1998-06-10 07:32:00,18463,18413,2,0
1998-06-10 07:33:00,17555,18669,2,0
1998-06-10 07:34:00,17565,18159,2,0
1998-06-10 07:35:00,18151,18163,2,0
1998-06-10 07:36:00,16696,18366,2,0
1998-06-10 07:37:00,17975,17534,2,0
1998-06-10 07:38:00,17771,18259,2,0
1998-06-10 07:39:00,17031,18015,2,0
1998-06-10 07:40:00,17245,17639,2,0
1998-06-10 07:41:00,17005,17716,2,0
1998-06-10 07:42:00,16576,17518,2,0
1998-06-10 07:43:00,16900,17232,1,0
1998-06-10 07:44:00,16523,17348,1,0
1998-06-10 07:45:00,17490,17059,1,0
1998-06-10 07:46:00,18079,17557,2,0
1998-06-10 07:47:00,17298,17825,2,0
1998-06-10 07:48:00,19324,17505,2,0
1998-06-10 07:49:00,19955,18699,2,1
1998-06-10 07:50:00,19524,19092,2,0
1998-06-10 07:51:00,18915,19111,2,0
1998-06-10 07:52:00,20079,18990,2,0
1998-06-10 07:53:00,18946,19757,2,0
1998-06-10 07:54:00,19381,19260,2,0
1998-06-10 07:55:00,20240,19584,2,0
1998-06-10 07:56:00,19145,20020,2,0
1998-06-10 07:57:00,18959,19521,2,0
1998-06-10 07:58:00,17871,19461,2,0
1998-06-10 07:59:00,18011,18799,2,0
1998-06-10 08:00:00,17623,18777,2,0
1998-06-10 08:01:00,19900,18381,2,0
1998-06-10 08:02:00,19643,19574,2,0
1998-06-10 08:03:00,19530,19397,2,0
1998-06-10 08:04:00,19206,19471,2,0
1998-06-10 08:05:00,19530,19376,2,0
1998-06-10 08:06:00,18152,19602,2,0
